Unnamed: 0,name,date_x,Date,region_x,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,date_y,region_y,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2,RenewableGeneration_Hydro
856,Potenza,2021-04-28 00:00:17,2021-04-22 22:00:00,sud,90,fog,1010,100,12.89,0,0,240,2.57,27/04/2021 22:00:00 PM,sud,0.0,0.0,0.0,0.0,0.0,0.0,3.8
857,Province of Palermo,2021-04-28 00:00:17,2021-04-22 22:00:00,sicilia,40,scattered clouds,971,86,14.93,0,0,22,0.88,27/04/2021 22:00:00 PM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,3.8
858,Sardinia,2021-04-28 00:00:17,2021-04-22 22:00:00,sardegna,20,few clouds,1005,77,11.58,0,0,80,2.57,27/04/2021 22:00:00 PM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,3.8
859,Catanzaro,2021-04-28 00:00:18,2021-04-22 22:00:00,calabria,34,scattered clouds,1009,94,15.0,0,0,230,2.06,27/04/2021 22:00:00 PM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,3.8
920,Venice,2021-04-28 01:00:11,2021-04-22 23:00:00,nord,0,clear sky,1009,81,9.61,0,0,40,3.6,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
921,Valle d'Aosta,2021-04-28 01:00:11,2021-04-22 23:00:00,nord,100,overcast clouds,1002,75,6.82,0,0,68,0.45,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
922,Province of Turin,2021-04-28 01:00:11,2021-04-22 23:00:00,nord,100,overcast clouds,1007,94,10.21,0,0,128,0.73,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
923,Bologna,2021-04-28 01:00:12,2021-04-22 23:00:00,nord,75,broken clouds,1009,94,11.76,0,0,50,1.03,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
924,Trento,2021-04-28 01:00:12,2021-04-22 23:00:00,nord,90,fog,1008,100,6.7,0,0,200,8.23,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
925,Provincia di Genova,2021-04-28 01:00:12,2021-04-22 23:00:00,nord,100,overcast clouds,1003,77,12.22,0,0,226,0.89,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
926,Milan,2021-04-28 01:00:13,2021-04-22 23:00:00,nord,75,broken clouds,1009,82,12.88,0,0,60,1.03,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
927,Trieste,2021-04-28 00:55:48,2021-04-22 23:00:00,nord,75,broken clouds,1009,76,10.49,0,0,120,1.03,27/04/2021 23:00:00 PM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
928,Provincia di Perugia,2021-04-28 01:00:13,2021-04-22 23:00:00,centro_nord,90,moderate rain,1007,100,11.59,1.78,0,350,2.57,27/04/2021 23:00:00 PM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
929,Florence,2021-04-28 01:00:13,2021-04-22 23:00:00,centro_nord,75,light rain,1008,88,12.37,0.12,0,220,3.09,27/04/2021 23:00:00 PM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
930,Provincia di Ancona,2021-04-28 01:00:14,2021-04-22 23:00:00,centro_nord,90,drizzle,1008,94,11.29,0,0,360,1.54,27/04/2021 23:00:00 PM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.77
931,Provincia di Campobasso,2021-04-28 01:00:14,2021-04-22 23:00:00,centro_sud,95,overcast clouds,1003,90,12.4,0,0,210,0.45,27/04/2021 23:00:00 PM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
932,Rome,2021-04-28 01:00:14,2021-04-22 23:00:00,centro_sud,40,mist,1007,94,15.18,0,0,250,2.06,27/04/2021 23:00:00 PM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
933,L'Aquila,2021-04-28 01:00:14,2021-04-22 23:00:00,centro_sud,100,overcast clouds,1009,89,10.88,0,0,137,0.45,27/04/2021 23:00:00 PM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
934,Naples,2021-04-28 01:00:15,2021-04-22 23:00:00,sud,20,few clouds,1008,94,14.71,0,0,240,2.06,27/04/2021 23:00:00 PM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
935,Bari,2021-04-28 01:00:15,2021-04-22 23:00:00,sud,0,clear sky,1008,88,15.53,0,0,0,0.51,27/04/2021 23:00:00 PM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
936,Potenza,2021-04-28 01:00:15,2021-04-22 23:00:00,sud,40,scattered clouds,1011,89,10.0,0,0,256,1.79,27/04/2021 23:00:00 PM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.77
937,Province of Palermo,2021-04-28 01:00:16,2021-04-22 23:00:00,sicilia,52,broken clouds,971,86,15.46,0,0,335,0.6,27/04/2021 23:00:00 PM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.77
938,Sardinia,2021-04-28 01:00:16,2021-04-22 23:00:00,sardegna,20,few clouds,1006,82,11.58,0,0,80,2.06,27/04/2021 23:00:00 PM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.77
939,Catanzaro,2021-04-28 01:00:16,2021-04-22 23:00:00,calabria,75,broken clouds,1009,94,14.86,0,0,330,1.54,27/04/2021 23:00:00 PM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.77
1000,Venice,2021-04-28 02:00:11,2021-04-23 00:00:00,nord,0,clear sky,1010,81,9.13,0,0,40,2.06,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1001,Valle d'Aosta,2021-04-28 02:00:12,2021-04-23 00:00:00,nord,100,overcast clouds,1002,77,6.68,0,0,94,1.31,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1002,Province of Turin,2021-04-28 01:57:41,2021-04-23 00:00:00,nord,100,overcast clouds,1007,95,9.85,0,0,123,0.62,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1003,Bologna,2021-04-28 02:00:12,2021-04-23 00:00:00,nord,75,broken clouds,1009,94,11.76,0,0,40,1.54,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1004,Trento,2021-04-28 02:00:13,2021-04-23 00:00:00,nord,90,fog,1008,100,6.22,0,0,220,6.17,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1005,Provincia di Genova,2021-04-28 02:00:14,2021-04-23 00:00:00,nord,100,overcast clouds,1007,79,13.1,0,0,46,1.79,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1006,Milan,2021-04-28 02:00:14,2021-04-23 00:00:00,nord,75,broken clouds,1009,82,12.8,0,0,70,1.03,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1007,Trieste,2021-04-28 02:00:14,2021-04-23 00:00:00,nord,90,overcast clouds,1009,76,10.31,0,0,110,1.03,28/04/2021 00:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1008,Provincia di Perugia,2021-04-28 02:00:14,2021-04-23 00:00:00,centro_nord,90,moderate rain,1007,100,11.36,3.65,0,350,2.06,28/04/2021 00:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1009,Florence,2021-04-28 02:00:15,2021-04-23 00:00:00,centro_nord,75,broken clouds,1008,94,12.15,0,0,0,0.51,28/04/2021 00:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1010,Provincia di Ancona,2021-04-28 02:00:15,2021-04-23 00:00:00,centro_nord,75,broken clouds,1008,100,11.05,0,0,0,1.03,28/04/2021 00:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1011,Provincia di Campobasso,2021-04-28 02:00:15,2021-04-23 00:00:00,centro_sud,85,overcast clouds,1002,92,12.58,0,0,215,2.68,28/04/2021 00:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1012,Rome,2021-04-28 01:59:58,2021-04-23 00:00:00,centro_sud,40,mist,1007,100,15.48,0,0,200,4.12,28/04/2021 00:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1013,L'Aquila,2021-04-28 02:00:16,2021-04-23 00:00:00,centro_sud,100,moderate rain,1009,92,10.56,1.33,0,226,1.45,28/04/2021 00:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1014,Naples,2021-04-28 01:59:12,2021-04-23 00:00:00,sud,40,scattered clouds,1008,94,14.83,0,0,270,2.06,28/04/2021 00:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1015,Bari,2021-04-28 02:00:17,2021-04-23 00:00:00,sud,0,clear sky,1007,88,14.94,0,0,100,1.54,28/04/2021 00:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1016,Potenza,2021-04-28 02:00:17,2021-04-23 00:00:00,sud,50,scattered clouds,1011,93,8.33,0,0,216,2.24,28/04/2021 00:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1017,Province of Palermo,2021-04-28 02:00:18,2021-04-23 00:00:00,sicilia,60,broken clouds,1007,57,17.6,0,0,295,1.34,28/04/2021 00:00:00 AM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1018,Sardinia,2021-04-28 02:00:18,2021-04-23 00:00:00,sardegna,82,broken clouds,1005,95,8.89,0,0,226,1.55,28/04/2021 00:00:00 AM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1019,Catanzaro,2021-04-28 02:00:18,2021-04-23 00:00:00,calabria,75,broken clouds,1009,94,14.55,0,0,350,1.54,28/04/2021 00:00:00 AM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.19
1080,Venice,2021-04-28 03:00:15,2021-04-23 01:00:00,nord,0,clear sky,1009,81,8.95,0,0,360,1.54,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1081,Valle d'Aosta,2021-04-28 03:00:15,2021-04-23 01:00:00,nord,100,overcast clouds,1002,78,6.39,0,0,116,1.29,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1082,Province of Turin,2021-04-28 03:00:15,2021-04-23 01:00:00,nord,100,overcast clouds,1006,95,9.75,0,0,270,0.45,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1083,Bologna,2021-04-28 03:00:16,2021-04-23 01:00:00,nord,75,broken clouds,1009,94,11.76,0,0,0,1.03,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1084,Trento,2021-04-28 03:00:16,2021-04-23 01:00:00,nord,90,fog,1008,100,6.12,0,0,210,5.14,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1085,Provincia di Genova,2021-04-28 03:00:16,2021-04-23 01:00:00,nord,100,overcast clouds,1006,81,12.79,0,0,324,2.68,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1086,Milan,2021-04-28 02:58:28,2021-04-23 01:00:00,nord,75,broken clouds,1009,82,12.66,0,0,90,1.03,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1087,Trieste,2021-04-28 03:00:17,2021-04-23 01:00:00,nord,90,overcast clouds,1008,81,10.31,0,0,120,1.54,28/04/2021 01:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1088,Provincia di Perugia,2021-04-28 03:00:17,2021-04-23 01:00:00,centro_nord,90,moderate rain,1007,100,11.26,1.15,0,350,2.06,28/04/2021 01:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1089,Florence,2021-04-28 03:00:17,2021-04-23 01:00:00,centro_nord,75,broken clouds,1007,88,12.5,0,0,220,2.06,28/04/2021 01:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1090,Provincia di Ancona,2021-04-28 03:00:18,2021-04-23 01:00:00,centro_nord,75,broken clouds,1008,94,10.87,0,0,280,2.06,28/04/2021 01:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1091,Provincia di Campobasso,2021-04-28 03:00:18,2021-04-23 01:00:00,centro_sud,36,scattered clouds,1002,93,12.38,0,0,205,1.79,28/04/2021 01:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1092,Rome,2021-04-28 02:55:57,2021-04-23 01:00:00,centro_sud,75,broken clouds,1007,94,15.18,0,0,210,2.57,28/04/2021 01:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1093,L'Aquila,2021-04-28 03:00:19,2021-04-23 01:00:00,centro_sud,100,overcast clouds,1009,93,10.56,0,0,220,1.26,28/04/2021 01:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1094,Naples,2021-04-28 03:00:19,2021-04-23 01:00:00,sud,75,broken clouds,1008,94,15.07,0,0,210,2.57,28/04/2021 01:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1095,Bari,2021-04-28 03:00:19,2021-04-23 01:00:00,sud,0,clear sky,1007,93,13.74,0,0,210,2.06,28/04/2021 01:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1096,Potenza,2021-04-28 03:00:19,2021-04-23 01:00:00,sud,0,clear sky,1011,93,7.78,0,0,225,0.45,28/04/2021 01:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1097,Province of Palermo,2021-04-28 03:00:20,2021-04-23 01:00:00,sicilia,100,overcast clouds,1007,53,17.6,0,0,228,4.02,28/04/2021 01:00:00 AM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1098,Sardinia,2021-04-28 03:00:20,2021-04-23 01:00:00,sardegna,20,few clouds,1005,82,11.12,0,0,310,2.06,28/04/2021 01:00:00 AM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1099,Catanzaro,2021-04-28 03:00:20,2021-04-23 01:00:00,calabria,87,overcast clouds,1008,94,14.55,0,0,20,1.54,28/04/2021 01:00:00 AM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.14
1160,Venice,2021-04-28 04:00:16,2021-04-23 02:00:00,nord,0,clear sky,1009,81,8.94,0,0,350,3.6,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1161,Valle d'Aosta,2021-04-28 04:00:16,2021-04-23 02:00:00,nord,100,overcast clouds,1001,80,6.26,0,0,115,1.16,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1162,Province of Turin,2021-04-28 04:00:16,2021-04-23 02:00:00,nord,100,overcast clouds,1006,95,9.74,0,0,270,0.45,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1163,Bologna,2021-04-28 04:00:16,2021-04-23 02:00:00,nord,75,mist,1009,94,11.76,0,0,10,0.51,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1164,Trento,2021-04-28 04:00:17,2021-04-23 02:00:00,nord,90,fog,1008,93,5.78,0,0,126,0.5,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1165,Provincia di Genova,2021-04-28 04:00:17,2021-04-23 02:00:00,nord,100,overcast clouds,1006,81,12.68,0,0,349,2.24,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1166,Milan,2021-04-28 03:57:45,2021-04-23 02:00:00,nord,75,broken clouds,1008,82,12.33,0,0,120,1.54,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1167,Trieste,2021-04-28 04:00:17,2021-04-23 02:00:00,nord,75,broken clouds,1008,81,10.49,0,0,120,2.06,28/04/2021 02:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1168,Provincia di Perugia,2021-04-28 04:00:18,2021-04-23 02:00:00,centro_nord,90,overcast clouds,1007,100,10.95,0,0,340,2.57,28/04/2021 02:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1169,Florence,2021-04-28 04:00:18,2021-04-23 02:00:00,centro_nord,75,broken clouds,1007,94,12.15,0,0,250,1.54,28/04/2021 02:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1170,Provincia di Ancona,2021-04-28 04:00:18,2021-04-23 02:00:00,centro_nord,90,overcast clouds,1008,94,10.87,0,0,290,2.06,28/04/2021 02:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1171,Provincia di Campobasso,2021-04-28 03:58:51,2021-04-23 02:00:00,centro_sud,53,broken clouds,1002,95,12.39,0,0,226,1.59,28/04/2021 02:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1172,Rome,2021-04-28 03:58:42,2021-04-23 02:00:00,centro_sud,40,scattered clouds,1007,94,15.27,0,0,190,3.6,28/04/2021 02:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1173,L'Aquila,2021-04-28 04:00:19,2021-04-23 02:00:00,centro_sud,99,light rain,1009,93,10.56,0.56,0,44,0.45,28/04/2021 02:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1174,Naples,2021-04-28 04:00:19,2021-04-23 02:00:00,sud,75,broken clouds,1008,100,14.7,0,0,200,2.06,28/04/2021 02:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1175,Bari,2021-04-28 04:00:19,2021-04-23 02:00:00,sud,20,few clouds,1007,100,13.26,0,0,250,1.54,28/04/2021 02:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1176,Potenza,2021-04-28 04:00:20,2021-04-23 02:00:00,sud,2,clear sky,1011,98,7.22,0,0,236,2.02,28/04/2021 02:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1177,Province of Palermo,2021-04-28 04:00:20,2021-04-23 02:00:00,sicilia,100,overcast clouds,1007,55,17.78,0,0,31,1.34,28/04/2021 02:00:00 AM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1178,Sardinia,2021-04-28 04:00:20,2021-04-23 02:00:00,sardegna,100,overcast clouds,1005,95,8.89,0,0,214,1.15,28/04/2021 02:00:00 AM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1179,Catanzaro,2021-04-28 04:00:21,2021-04-23 02:00:00,calabria,93,overcast clouds,1008,94,13.96,0,0,60,2.06,28/04/2021 02:00:00 AM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.03
1240,Venice,2021-04-28 05:00:15,2021-04-23 03:00:00,nord,0,clear sky,1008,76,8.61,0,0,20,3.6,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1241,Valle d'Aosta,2021-04-28 05:00:16,2021-04-23 03:00:00,nord,100,overcast clouds,1001,81,6.1,0,0,90,0.45,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1242,Province of Turin,2021-04-28 05:00:16,2021-04-23 03:00:00,nord,100,light rain,1005,95,9.75,0.18,0,111,0.67,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1243,Bologna,2021-04-28 05:00:17,2021-04-23 03:00:00,nord,75,mist,1008,94,11.35,0,0,0,0.51,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1244,Trento,2021-04-28 05:00:17,2021-04-23 03:00:00,nord,90,fog,1008,100,5.66,0,0,360,2.57,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1245,Provincia di Genova,2021-04-28 05:00:17,2021-04-23 03:00:00,nord,100,overcast clouds,1006,80,12.68,0,0,14,2.24,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1246,Milan,2021-04-28 04:55:34,2021-04-23 03:00:00,nord,75,broken clouds,1008,82,12.06,0,0,80,1.03,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1247,Trieste,2021-04-28 05:00:18,2021-04-23 03:00:00,nord,20,few clouds,1008,87,9.86,0,0,120,2.57,28/04/2021 03:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1248,Provincia di Perugia,2021-04-28 05:00:18,2021-04-23 03:00:00,centro_nord,90,overcast clouds,1007,100,10.85,0,0,350,2.57,28/04/2021 03:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1249,Florence,2021-04-28 05:00:18,2021-04-23 03:00:00,centro_nord,75,broken clouds,1007,94,12.14,0,0,210,2.06,28/04/2021 03:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1250,Provincia di Ancona,2021-04-28 05:00:18,2021-04-23 03:00:00,centro_nord,90,overcast clouds,1008,94,10.87,0,0,300,1.54,28/04/2021 03:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1251,Provincia di Campobasso,2021-04-28 05:00:19,2021-04-23 03:00:00,centro_sud,64,broken clouds,1001,95,12.0,0,0,217,1.74,28/04/2021 03:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1252,Rome,2021-04-28 05:00:19,2021-04-23 03:00:00,centro_sud,75,broken clouds,1006,94,15.12,0,0,200,3.09,28/04/2021 03:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1253,L'Aquila,2021-04-28 05:00:19,2021-04-23 03:00:00,centro_sud,97,light rain,1009,94,10.18,0.56,0,132,1.34,28/04/2021 03:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1254,Naples,2021-04-28 05:00:03,2021-04-23 03:00:00,sud,40,scattered clouds,1008,100,14.58,0,0,0,1.03,28/04/2021 03:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1255,Bari,2021-04-28 05:00:20,2021-04-23 03:00:00,sud,20,few clouds,1007,94,13.58,0,0,280,2.06,28/04/2021 03:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1256,Potenza,2021-04-28 05:00:20,2021-04-23 03:00:00,sud,1,clear sky,1011,99,6.67,0,0,284,0.89,28/04/2021 03:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1257,Province of Palermo,2021-04-28 04:57:24,2021-04-23 03:00:00,sicilia,94,overcast clouds,1003,75,16.48,0,0,254,1.15,28/04/2021 03:00:00 AM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1258,Sardinia,2021-04-28 05:00:20,2021-04-23 03:00:00,sardegna,98,overcast clouds,1005,95,8.89,0,0,201,1.19,28/04/2021 03:00:00 AM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1259,Catanzaro,2021-04-28 04:57:11,2021-04-23 03:00:00,calabria,96,overcast clouds,1006,94,14.41,0,0,40,1.54,28/04/2021 03:00:00 AM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1320,Venice,2021-04-28 06:00:19,2021-04-23 04:00:00,nord,0,clear sky,1008,71,9.32,0,0,30,4.12,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
