Unnamed: 0,name,date_x,Date,region_x,clouds,text_description,pressure,humidity,temp,rain_1h,snow_1h,wind_deg,wind_speed,date_y,region_y,globalhorizontalirradiance,directnormalirradiance,diffusehorizontalirradiance,globalhorizontalirradiance_2,directnormalirradiance_2,diffusehorizontalirradiance_2,RenewableGeneration_Hydro
1321,Valle d'Aosta,2021-04-28 06:00:19,2021-04-23 04:00:00,nord,100,overcast clouds,1001,82,6.1,0,0,99,0.89,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1322,Province of Turin,2021-04-28 06:00:20,2021-04-23 04:00:00,nord,100,overcast clouds,1005,96,9.63,0,0,112,0.76,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1323,Bologna,2021-04-28 06:00:20,2021-04-23 04:00:00,nord,75,light rain,1008,100,11.08,0.26,0,0,0.51,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1324,Trento,2021-04-28 06:00:21,2021-04-23 04:00:00,nord,90,fog,1008,100,5.33,0,0,360,3.6,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1325,Provincia di Genova,2021-04-28 06:00:21,2021-04-23 04:00:00,nord,100,overcast clouds,1006,81,12.79,0,0,47,1.34,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1326,Milan,2021-04-28 05:59:20,2021-04-23 04:00:00,nord,75,broken clouds,1008,87,11.89,0,0,0,1.03,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1327,Trieste,2021-04-28 05:56:41,2021-04-23 04:00:00,nord,100,overcast clouds,1007,81,9.43,0,0,120,3.09,28/04/2021 04:00:00 AM,nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1328,Provincia di Perugia,2021-04-28 06:00:22,2021-04-23 04:00:00,centro_nord,90,light rain,1006,100,10.85,0.19,0,340,2.57,28/04/2021 04:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1329,Florence,2021-04-28 06:00:22,2021-04-23 04:00:00,centro_nord,75,moderate rain,1006,100,11.95,1.27,0,220,1.03,28/04/2021 04:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1330,Provincia di Ancona,2021-04-28 06:00:23,2021-04-23 04:00:00,centro_nord,90,overcast clouds,1008,94,10.87,0,0,240,1.03,28/04/2021 04:00:00 AM,centro_nord,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1331,Provincia di Campobasso,2021-04-28 06:00:23,2021-04-23 04:00:00,centro_sud,71,broken clouds,1002,95,11.43,0,0,213,1.92,28/04/2021 04:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1332,Rome,2021-04-28 05:56:45,2021-04-23 04:00:00,centro_sud,75,broken clouds,1006,94,15.2,0,0,70,1.03,28/04/2021 04:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1333,L'Aquila,2021-04-28 06:00:24,2021-04-23 04:00:00,centro_sud,98,heavy intensity rain,1009,94,10.0,7.11,0,246,0.45,28/04/2021 04:00:00 AM,centro_sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1334,Naples,2021-04-28 06:00:19,2021-04-23 04:00:00,sud,40,scattered clouds,1008,100,14.58,0,0,0,1.03,28/04/2021 04:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1335,Bari,2021-04-28 06:00:25,2021-04-23 04:00:00,sud,20,few clouds,1009,88,13.65,0,0,218,0.38,28/04/2021 04:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1336,Potenza,2021-04-28 06:00:25,2021-04-23 04:00:00,sud,1,clear sky,1011,99,7.22,0,0,225,0.45,28/04/2021 04:00:00 AM,sud,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1337,Province of Palermo,2021-04-28 06:00:26,2021-04-23 04:00:00,sicilia,94,overcast clouds,1008,66,13.72,0,0,5,2.24,28/04/2021 04:00:00 AM,sicilia,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1338,Sardinia,2021-04-28 06:00:26,2021-04-23 04:00:00,sardegna,20,few clouds,1005,82,10.75,0,0,310,5.66,28/04/2021 04:00:00 AM,sardegna,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1339,Catanzaro,2021-04-28 06:00:26,2021-04-23 04:00:00,calabria,97,overcast clouds,1007,94,12.73,0,0,0,1.03,28/04/2021 04:00:00 AM,calabria,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1400,Venice,2021-04-28 07:00:21,2021-04-23 05:00:00,nord,0,clear sky,1008,76,9.13,0,0,30,3.6,28/04/2021 05:00:00 AM,nord,25.29,75.98,20.29,31.77,216.98,27.44,2.08
1401,Valle d'Aosta,2021-04-28 07:00:22,2021-04-23 05:00:00,nord,100,overcast clouds,1001,83,6.09,0,0,93,0.86,28/04/2021 05:00:00 AM,nord,0.62,0.0,0.62,2.46,24.53,7.8,2.08
1402,Province of Turin,2021-04-28 06:57:26,2021-04-23 05:00:00,nord,100,overcast clouds,1005,96,9.63,0,0,112,0.83,28/04/2021 05:00:00 AM,nord,0.33,0.0,0.33,1.33,11.37,5.76,2.08
1403,Bologna,2021-04-28 07:00:22,2021-04-23 05:00:00,nord,75,broken clouds,1008,93,11.08,0,0,70,1.03,28/04/2021 05:00:00 AM,nord,5.42,0.0,5.42,21.66,166.67,22.76,2.08
1404,Trento,2021-04-28 06:58:34,2021-04-23 05:00:00,nord,90,fog,1008,100,5.2,0,0,360,4.12,28/04/2021 05:00:00 AM,nord,13.29,12.33,12.6,25.18,192.16,24.19,2.08
1405,Provincia di Genova,2021-04-28 07:00:23,2021-04-23 05:00:00,nord,100,overcast clouds,1006,81,12.3,0,0,27,4.02,28/04/2021 05:00:00 AM,nord,1.72,0.0,1.72,6.86,65.36,12.92,2.08
1406,Milan,2021-04-28 06:59:20,2021-04-23 05:00:00,nord,75,broken clouds,1008,82,12.01,0,0,80,1.03,28/04/2021 05:00:00 AM,nord,2.5,0.0,2.5,9.99,89.59,15.59,2.08
1407,Trieste,2021-04-28 07:00:23,2021-04-23 05:00:00,nord,0,clear sky,1008,87,9.69,0,0,120,2.57,28/04/2021 05:00:00 AM,nord,11.43,0.0,11.43,45.07,273.63,32.31,2.08
1408,Provincia di Perugia,2021-04-28 07:00:23,2021-04-23 05:00:00,centro_nord,90,light rain,1007,100,10.85,0.24,0,350,2.06,28/04/2021 05:00:00 AM,centro_nord,6.73,0.0,6.73,25.76,190.71,24.66,2.08
1409,Florence,2021-04-28 07:00:24,2021-04-23 05:00:00,centro_nord,75,broken clouds,1007,100,12.27,0,0,190,1.54,28/04/2021 05:00:00 AM,centro_nord,4.54,0.0,4.54,18.15,146.68,20.86,2.08
1410,Provincia di Ancona,2021-04-28 07:00:24,2021-04-23 05:00:00,centro_nord,90,overcast clouds,1008,94,10.87,0,0,0,1.03,28/04/2021 05:00:00 AM,centro_nord,8.09,0.0,8.09,32.38,221.22,27.61,2.08
1411,Provincia di Campobasso,2021-04-28 07:00:24,2021-04-23 05:00:00,centro_sud,75,broken clouds,1006,89,11.13,0,0,217,1.93,28/04/2021 05:00:00 AM,centro_sud,28.07,39.02,25.14,38.77,253.02,29.86,2.08
1412,Rome,2021-04-28 06:59:55,2021-04-23 05:00:00,centro_sud,75,light rain,1006,88,15.2,0.27,0,180,3.6,28/04/2021 05:00:00 AM,centro_sud,6.32,0.0,6.32,21.36,164.75,22.62,2.08
1413,L'Aquila,2021-04-28 07:00:25,2021-04-23 05:00:00,centro_sud,98,overcast clouds,1009,93,10.0,0,0,115,0.45,28/04/2021 05:00:00 AM,centro_sud,9.44,0.0,9.44,31.06,223.44,26.65,2.08
1414,Naples,2021-04-28 06:58:28,2021-04-23 05:00:00,sud,75,broken clouds,1008,94,14.45,0,0,0,0.51,28/04/2021 05:00:00 AM,sud,32.42,131.66,23.65,32.53,220.8,27.74,2.08
1415,Bari,2021-04-28 07:00:25,2021-04-23 05:00:00,sud,0,clear sky,1008,93,13.25,0,0,210,2.06,28/04/2021 05:00:00 AM,sud,57.89,216.16,36.28,58.46,317.77,36.61,2.08
1416,Potenza,2021-04-28 06:58:32,2021-04-23 05:00:00,sud,1,clear sky,1011,98,8.33,0,0,180,0.89,28/04/2021 05:00:00 AM,sud,47.21,210.38,29.37,47.21,286.74,32.71,2.08
1417,Province of Palermo,2021-04-28 07:00:26,2021-04-23 05:00:00,sicilia,95,overcast clouds,1008,70,15.55,0,0,124,3.13,28/04/2021 05:00:00 AM,sicilia,6.8,0.0,6.8,17.85,146.6,20.62,2.08
1418,Sardinia,2021-04-28 07:00:26,2021-04-23 05:00:00,sardegna,99,overcast clouds,1007,92,14.44,0,0,312,1.34,28/04/2021 05:00:00 AM,sardegna,0.0,0.0,0.0,0.01,0.0,0.55,2.08
1419,Catanzaro,2021-04-28 07:00:26,2021-04-23 05:00:00,calabria,97,overcast clouds,1008,100,12.59,0,0,100,2.57,28/04/2021 05:00:00 AM,calabria,16.02,0.0,16.02,48.76,288.62,33.43,2.08
1480,Venice,2021-04-28 08:00:21,2021-04-23 06:00:00,nord,0,clear sky,1008,76,10.2,0,0,40,2.06,28/04/2021 06:00:00 AM,nord,141.92,301.59,69.31,189.59,560.71,62.8,3.5
1481,Valle d'Aosta,2021-04-28 08:00:21,2021-04-23 06:00:00,nord,90,overcast clouds,1008,82,7.19,0,0,100,2.06,28/04/2021 06:00:00 AM,nord,34.51,0.0,34.51,137.8,510.47,52.35,3.5
1482,Province of Turin,2021-04-28 08:00:23,2021-04-23 06:00:00,nord,100,overcast clouds,1005,96,9.75,0,0,115,0.96,28/04/2021 06:00:00 AM,nord,33.4,0.0,33.4,133.6,494.49,52.53,3.5
1483,Bologna,2021-04-28 08:00:23,2021-04-23 06:00:00,nord,75,broken clouds,1009,87,11.35,0,0,0,1.03,28/04/2021 06:00:00 AM,nord,44.34,0.0,44.34,177.36,547.15,60.79,3.5
1484,Trento,2021-04-28 08:00:24,2021-04-23 06:00:00,nord,90,fog,1008,100,6.47,0,0,360,5.14,28/04/2021 06:00:00 AM,nord,94.49,171.87,55.11,179.43,559.83,59.87,3.5
1485,Provincia di Genova,2021-04-28 08:00:24,2021-04-23 06:00:00,nord,100,overcast clouds,1007,80,12.79,0,0,43,2.24,28/04/2021 06:00:00 AM,nord,37.64,0.0,37.64,150.54,515.68,55.93,3.5
1486,Milan,2021-04-28 07:59:24,2021-04-23 06:00:00,nord,75,broken clouds,1008,82,12.81,0,0,80,2.06,28/04/2021 06:00:00 AM,nord,38.3,0.0,38.3,153.22,514.36,56.96,3.5
1487,Trieste,2021-04-28 08:00:24,2021-04-23 06:00:00,nord,0,clear sky,1008,87,11.22,0,0,120,3.09,28/04/2021 06:00:00 AM,nord,52.63,0.0,52.63,208.01,584.44,65.05,3.5
1488,Provincia di Perugia,2021-04-28 08:00:25,2021-04-23 06:00:00,centro_nord,90,overcast clouds,1007,100,11.5,0,0,350,2.06,28/04/2021 06:00:00 AM,centro_nord,48.92,0.0,48.92,188.79,564.26,62.1,3.5
1489,Florence,2021-04-28 08:00:12,2021-04-23 06:00:00,centro_nord,75,broken clouds,1007,94,12.11,0,0,0,1.03,28/04/2021 06:00:00 AM,centro_nord,43.48,0.0,43.48,173.93,543.97,60.11,3.5
1490,Provincia di Ancona,2021-04-28 08:00:25,2021-04-23 06:00:00,centro_nord,90,light rain,1008,100,10.95,0.13,0,260,1.54,28/04/2021 06:00:00 AM,centro_nord,49.2,0.0,49.2,196.79,571.32,63.55,3.5
1491,Provincia di Campobasso,2021-04-28 08:00:26,2021-04-23 06:00:00,centro_sud,76,broken clouds,1002,96,12.37,0,0,216,2.12,28/04/2021 06:00:00 AM,centro_sud,144.35,167.75,100.4,212.7,594.71,64.98,3.5
1492,Rome,2021-04-28 08:00:26,2021-04-23 06:00:00,centro_sud,40,scattered clouds,1007,88,15.16,0,0,170,3.6,28/04/2021 06:00:00 AM,centro_sud,53.18,0.0,53.18,184.73,555.89,61.95,3.5
1493,L'Aquila,2021-04-28 08:00:26,2021-04-23 06:00:00,centro_sud,99,overcast clouds,1009,92,10.56,0,0,256,0.45,28/04/2021 06:00:00 AM,centro_sud,58.51,0.0,58.51,200.43,587.31,62.53,3.5
1494,Naples,2021-04-28 08:00:24,2021-04-23 06:00:00,sud,40,scattered clouds,1008,94,15.76,0,0,0,1.03,28/04/2021 06:00:00 AM,sud,204.35,575.45,57.15,205.0,578.95,64.93,3.5
1495,Bari,2021-04-28 08:00:27,2021-04-23 06:00:00,sud,0,clear sky,1008,94,14.35,0,0,0,0.51,28/04/2021 06:00:00 AM,sud,237.31,599.37,64.13,239.52,615.31,69.39,3.5
1496,Potenza,2021-04-28 08:00:27,2021-04-23 06:00:00,sud,2,clear sky,1011,95,9.44,0,0,180,0.45,28/04/2021 06:00:00 AM,sud,227.37,601.25,61.96,227.38,611.3,66.7,3.5
1497,Province of Palermo,2021-04-28 08:00:27,2021-04-23 06:00:00,sicilia,96,overcast clouds,1009,71,16.85,0,0,125,2.24,28/04/2021 06:00:00 AM,sicilia,68.81,0.0,68.81,191.54,569.19,62.29,3.5
1498,Sardinia,2021-04-28 08:00:28,2021-04-23 06:00:00,sardegna,99,overcast clouds,1007,89,15.56,0,0,308,0.89,28/04/2021 06:00:00 AM,sardegna,39.19,0.0,39.19,137.46,494.1,53.87,3.5
1499,Catanzaro,2021-04-28 08:00:28,2021-04-23 06:00:00,calabria,98,overcast clouds,1009,100,15.07,0,0,70,2.06,28/04/2021 06:00:00 AM,calabria,73.14,0.0,73.14,233.85,613.3,68.16,3.5
1560,Venice,2021-04-28 09:00:22,2021-04-23 07:00:00,nord,0,clear sky,1009,71,12.29,0,0,360,2.57,28/04/2021 07:00:00 AM,nord,251.92,269.66,140.44,373.66,716.95,84.13,5.08
1561,Valle d'Aosta,2021-04-28 09:00:22,2021-04-23 07:00:00,nord,90,overcast clouds,1008,82,7.38,0,0,100,2.06,28/04/2021 07:00:00 AM,nord,80.79,0.0,80.79,319.76,701.13,75.23,5.08
1562,Province of Turin,2021-04-28 09:00:22,2021-04-23 07:00:00,nord,100,overcast clouds,1006,96,9.86,0,0,270,0.45,28/04/2021 07:00:00 AM,nord,80.07,0.0,80.07,316.27,689.71,76.4,5.08
1563,Bologna,2021-04-28 09:00:23,2021-04-23 07:00:00,nord,75,broken clouds,1009,87,11.76,0,0,0,1.03,28/04/2021 07:00:00 AM,nord,91.05,0.0,91.05,364.21,712.45,82.94,5.08
1564,Trento,2021-04-28 09:00:23,2021-04-23 07:00:00,nord,90,fog,1008,100,7.32,0,0,317,0.13,28/04/2021 07:00:00 AM,nord,112.94,21.14,104.53,362.18,720.71,80.88,5.08
1565,Provincia di Genova,2021-04-28 09:00:23,2021-04-23 07:00:00,nord,90,fog,1007,93,12.38,0,0,357,1.93,28/04/2021 07:00:00 AM,nord,84.05,0.0,84.05,336.18,698.88,79.26,5.08
1566,Milan,2021-04-28 09:00:19,2021-04-23 07:00:00,nord,75,broken clouds,1008,82,13.25,0,0,90,2.06,28/04/2021 07:00:00 AM,nord,98.63,0.0,98.63,335.38,693.31,80.12,5.08
1567,Trieste,2021-04-28 09:00:24,2021-04-23 07:00:00,nord,0,clear sky,1007,71,12.4,0,0,230,4.63,28/04/2021 07:00:00 AM,nord,103.14,0.0,103.14,392.18,730.63,85.32,5.08
1568,Provincia di Perugia,2021-04-28 09:00:24,2021-04-23 07:00:00,centro_nord,90,overcast clouds,1007,100,11.59,0,0,360,2.57,28/04/2021 07:00:00 AM,centro_nord,95.7,0.0,95.7,380.95,725.66,83.93,5.08
1569,Florence,2021-04-28 09:00:24,2021-04-23 07:00:00,centro_nord,75,broken clouds,1007,88,12.34,0,0,0,0.51,28/04/2021 07:00:00 AM,centro_nord,90.74,0.0,90.74,362.97,712.8,82.59,5.08
1570,Provincia di Ancona,2021-04-28 09:00:25,2021-04-23 07:00:00,centro_nord,90,overcast clouds,1008,100,11.42,0,0,250,1.54,28/04/2021 07:00:00 AM,centro_nord,96.85,0.0,96.85,387.4,727.32,84.99,5.08
1571,Provincia di Campobasso,2021-04-28 09:00:25,2021-04-23 07:00:00,centro_sud,35,scattered clouds,1003,97,13.5,0,0,212,2.32,28/04/2021 07:00:00 AM,centro_sud,256.55,149.37,190.15,410.22,745.8,85.9,5.08
1572,Rome,2021-04-28 08:58:15,2021-04-23 07:00:00,centro_sud,40,light rain,1007,88,15.74,0.69,0,130,1.54,28/04/2021 07:00:00 AM,centro_sud,143.38,13.08,137.9,379.93,721.8,84.51,5.08
1573,L'Aquila,2021-04-28 09:00:25,2021-04-23 07:00:00,centro_sud,100,overcast clouds,1009,89,10.79,0,0,190,1.62,28/04/2021 07:00:00 AM,centro_sud,125.21,3.55,123.68,396.05,743.42,83.49,5.08
1574,Naples,2021-04-28 09:00:26,2021-04-23 07:00:00,sud,40,scattered clouds,1008,88,15.7,0,0,200,1.54,28/04/2021 07:00:00 AM,sud,402.11,727.77,81.54,404.0,735.43,86.82,5.08
1575,Bari,2021-04-28 09:00:26,2021-04-23 07:00:00,sud,20,few clouds,1008,88,15.98,0,0,0,1.03,28/04/2021 07:00:00 AM,sud,432.45,727.48,90.2,438.11,754.77,89.64,5.08
1576,Potenza,2021-04-28 09:00:26,2021-04-23 07:00:00,sud,0,clear sky,1011,83,12.78,0,0,135,0.45,28/04/2021 07:00:00 AM,sud,428.12,744.25,86.51,428.18,756.83,87.17,5.08
1577,Province of Palermo,2021-04-28 09:00:27,2021-04-23 07:00:00,sicilia,100,overcast clouds,971,63,18.37,0,0,39,0.87,28/04/2021 07:00:00 AM,sicilia,152.18,12.03,146.94,399.44,738.11,85.29,5.08
1578,Sardinia,2021-04-28 09:00:27,2021-04-23 07:00:00,sardegna,20,few clouds,1006,82,16.0,0,0,50,5.14,28/04/2021 07:00:00 AM,sardegna,85.62,0.0,85.62,335.63,696.97,79.49,5.08
1579,Catanzaro,2021-04-28 09:00:27,2021-04-23 07:00:00,calabria,100,overcast clouds,1009,82,18.26,0,0,240,2.06,28/04/2021 07:00:00 AM,calabria,129.34,0.37,129.16,439.33,758.61,89.02,5.08
1640,Venice,2021-04-28 09:59:20,2021-04-23 08:00:00,nord,0,clear sky,1009,62,13.74,0,0,30,2.57,28/04/2021 08:00:00 AM,nord,138.0,0.0,138.0,551.99,806.48,98.83,6.62
1641,Valle d'Aosta,2021-04-28 10:00:21,2021-04-23 08:00:00,nord,90,overcast clouds,1008,76,7.88,0,0,90,3.09,28/04/2021 08:00:00 AM,nord,125.74,0.63,125.41,502.95,803.86,90.6,6.62
1642,Province of Turin,2021-04-28 10:00:21,2021-04-23 08:00:00,nord,75,mist,1009,100,10.43,0,0,111,1.25,28/04/2021 08:00:00 AM,nord,125.23,0.0,125.23,500.91,794.8,92.41,6.62
1643,Bologna,2021-04-28 10:00:22,2021-04-23 08:00:00,nord,75,broken clouds,1009,87,12.57,0,0,0,1.03,28/04/2021 08:00:00 AM,nord,136.69,0.0,136.69,546.77,805.61,98.1,6.62
1644,Trento,2021-04-28 10:00:22,2021-04-23 08:00:00,nord,90,fog,1008,93,9.12,0,0,202,0.45,28/04/2021 08:00:00 AM,nord,186.88,13.63,179.29,540.49,811.78,95.32,6.62
1645,Provincia di Genova,2021-04-28 10:00:22,2021-04-23 08:00:00,nord,75,broken clouds,1007,87,12.44,0,0,2,2.04,28/04/2021 08:00:00 AM,nord,130.31,0.0,130.31,521.23,799.3,95.03,6.62
1646,Milan,2021-04-28 10:00:13,2021-04-23 08:00:00,nord,75,broken clouds,1009,82,14.01,0,0,120,2.57,28/04/2021 08:00:00 AM,nord,247.84,50.36,220.68,516.75,792.74,95.88,6.62
1647,Trieste,2021-04-28 10:00:23,2021-04-23 08:00:00,nord,0,clear sky,1007,67,14.41,0,0,50,2.57,28/04/2021 08:00:00 AM,nord,142.08,0.0,142.08,568.3,815.37,99.36,6.62
1648,Provincia di Perugia,2021-04-28 10:00:23,2021-04-23 08:00:00,centro_nord,90,moderate rain,1007,100,12.38,1.15,0,350,3.6,28/04/2021 08:00:00 AM,centro_nord,143.36,0.0,143.36,567.01,816.43,98.83,6.62
1649,Florence,2021-04-28 10:00:23,2021-04-23 08:00:00,centro_nord,75,broken clouds,1007,88,12.78,0,0,210,2.57,28/04/2021 08:00:00 AM,centro_nord,137.02,0.0,137.02,548.06,807.18,97.91,6.62
1650,Provincia di Ancona,2021-04-28 10:00:24,2021-04-23 08:00:00,centro_nord,90,overcast clouds,1009,94,11.77,0,0,250,1.54,28/04/2021 08:00:00 AM,centro_nord,150.93,0.27,150.78,571.0,815.98,99.68,6.62
1651,Provincia di Campobasso,2021-04-28 10:00:24,2021-04-23 08:00:00,centro_sud,54,broken clouds,1003,91,14.81,0,0,182,1.34,28/04/2021 08:00:00 AM,centro_sud,573.25,713.6,140.04,598.31,831.33,100.18,6.62
1652,Rome,2021-04-28 10:00:00,2021-04-23 08:00:00,centro_sud,75,broken clouds,1007,94,15.77,0,0,210,1.54,28/04/2021 08:00:00 AM,centro_sud,162.63,3.25,160.72,569.42,814.41,99.83,6.62
1653,L'Aquila,2021-04-28 10:00:24,2021-04-23 08:00:00,centro_sud,100,light rain,1010,92,10.79,1,0,186,1.85,28/04/2021 08:00:00 AM,centro_sud,145.96,0.87,145.45,583.86,831.03,97.77,6.62
1654,Naples,2021-04-28 10:00:06,2021-04-23 08:00:00,sud,40,scattered clouds,1008,77,16.56,0,0,200,2.06,28/04/2021 08:00:00 AM,sud,589.89,811.66,97.67,594.44,823.61,101.73,6.62
1655,Bari,2021-04-28 09:58:15,2021-04-23 08:00:00,sud,20,few clouds,1009,77,17.09,0,0,120,2.06,28/04/2021 08:00:00 AM,sud,622.81,828.78,99.62,623.97,835.11,103.55,6.62
1656,Potenza,2021-04-28 10:00:25,2021-04-23 08:00:00,sud,0,clear sky,1012,60,16.11,0,0,231,1.34,28/04/2021 08:00:00 AM,sud,617.54,817.1,108.69,617.54,839.49,101.13,6.62
1657,Province of Palermo,2021-04-28 10:00:25,2021-04-23 08:00:00,sicilia,100,overcast clouds,971,52,20.08,0,0,342,1.76,28/04/2021 08:00:00 AM,sicilia,151.85,0.25,151.69,599.87,830.45,100.7,6.62
1658,Sardinia,2021-04-28 10:00:26,2021-04-23 08:00:00,sardegna,20,few clouds,1006,82,17.0,0,0,40,5.14,28/04/2021 08:00:00 AM,sardegna,135.03,0.0,135.03,534.68,803.65,96.38,6.62
1659,Catanzaro,2021-04-28 10:00:26,2021-04-23 08:00:00,calabria,99,overcast clouds,1009,77,20.01,0,0,230,1.54,28/04/2021 08:00:00 AM,calabria,158.06,0.61,157.67,632.22,840.96,103.21,6.62
